4|Cruel_Summer
3|Walking_in_Memphis
5|A_Nice_Pair
6|Sophocles
3|Freddie_Freeloader
7|Sweet_Baby_James
5|TP.3_Reloaded
6|Día_de_Enero
3|Cross_Road_Blues
4|Epicurus
4|Ivan_Turgenev
5|Mark_Webber
6|Long_May_You_Run
4|Private_Dancer
7|Vietnam
7|Bette_Midler_Sings_the_Peggy_Lee_Songbook
5|United_States
4|14th_Dalai_Lama
4|Ogden_Nash
6|Lucy_in_the_Sky_with_Diamonds
7|Young_Folks
7|Second_French_Empire
7|Telekon
3|Miles_Davis
4|She_Loves_You
4|Plotinus
4|Pablo_Neruda
5|Pope_Clement_VIII
7|Working_Class_Hero
7|Un-Break_My_Heart
3|Third_Album
6|Michelangelo
7|Strawberry_Fields_Forever
5|Trout_Mask_Replica
6|Rodney_Dangerfield
4|The_Great_Pretender
6|A_Better_Man
4|Frank_Capra
4|Little_Wing
4|Evol
7|Django_Reinhardt
5|Master_of_Puppets
7|Liza_Minnelli
5|Ralph_Bakshi
6|Juan_Ignacio_Chela
7|Doo-Wops_&_Hooligans
3|Peabo_Bryson
7|The_Sweetest_Taboo
3|City_of_Angels:_Music_from_the_Motion_Picture
4|Smack_That
7|Penny_Lane
7|Wilfrid_Laurier
7|Jim_Cornette
5|Walter_Johnson
4|Up_in_Smoke_Tour
5|William_Morris
4|Shankar_Mahadevan
6|Friends_in_Bellwoods
6|Luxembourg
7|Big_Willie_Style
7|Rock_Around_the_Clock
6|Led_Zeppelin_Boxed_Set
4|Mississippi_Queen
7|1,_2_Step
6|Robert_Plant
6|T.O.S:_Terminate_on_Sight
4|Fritz_Lang
6|Hell_Freezes_Over
4|Rory_Gallagher
5|Mary_J._Blige
3|Lost_Without_You
3|Joseph_Heller
3|J._B._Priestley
7|Your_Songs
3|Girish_Karnad
5|Why_Should_the_Fire_Die?
6|To_the_Extreme
3|Muttiah_Muralitharan
3|Cristiano_Ronaldo
7|American_V:_A_Hundred_Highways
6|Back_to_December
5|Eduardo_Schwank
6|Dream_Lover
4|Joss_Whedon
5|Richard_II_of_England
7|Candy-O
3|George_Frideric_Handel
7|Nicklas_Kulti
6|Master_of_Puppets
3|The_Whole_of_the_Moon
5|Alcazarized
4|Who_Are_You
3|Jim_Carrey
6|We_Sing._We_Dance._We_Steal_Things.
6|Marc_Gicquel
7|Qin_Shi_Huang
4|Elie_Wiesel
4|Alexander_Korda
7|Robert_Schumann
3|Girls_of_Summer
