8862|189|0
4411|5799|3
486|5497|2
7913|2555|1
8844|181|1
3707|2437|2
3606|2261|0
4204|3632|3
5743|4245|2
2361|428|2
65|2365|3
2921|327|-1
9302|6088|0
8750|5235|2
6053|8524|3
335|9501|3
1885|2829|0
9338|9965|-1
2986|1565|1
7519|3440|3
5934|3491|-1
1026|7418|0
8140|7414|1
371|7019|0
3217|9062|2
9928|4059|3
6599|2206|0
5272|7733|3
2691|4808|3
7408|4438|0
2153|4546|3
665|8233|3
5946|2163|-1
9661|3421|1
9606|9103|3
372|4687|0
9397|7894|0
9033|4038|1
3622|6904|2
3235|1502|-1
2067|7956|3
3201|1986|2
5739|6257|3
3203|9458|1
3370|2075|0
2693|955|1
6619|285|1
8741|4538|2
4637|2955|-1
1997|7174|0
4638|342|1
6501|5836|1
7908|9878|-1
5817|2888|2
10|599|1
3649|5689|0
3877|8264|1
8397|7022|3
6769|1408|3
7908|6227|1
6124|4170|1
707|2709|-1
5797|3323|2
7353|4084|-1
8163|9236|0
8717|6882|0
6587|5347|-1
4416|5584|2
1748|3780|3
3741|1139|1
6260|9596|0
2567|3137|-1
1771|4663|2
2440|2506|3
4903|2207|1
5455|6829|2
4921|8524|-1
9038|9592|3
2696|8425|0
4952|9302|1
6942|7152|1
7421|3863|3
609|6410|-1
6414|1007|-1
1401|7273|-1
1011|7946|2
3010|7966|2
7339|2668|2
6893|7450|0
2703|9140|1
7086|1246|2
3055|4997|2
4413|7886|-1
2695|7545|2
4925|9365|3
2425|27|2
1796|1895|0
7949|4146|3
4408|3218|-1
2644|6615|0
