4|You_Make_Me_Wanna...
3|The_Diary_of_Horace_Wimp
5|Brian_Dabul
6|Muhammad_Ali_Jinnah
3|Alexandra_of_Denmark
7|Morgan_Freeman
5|Clement_Attlee
6|Mustafa_Kemal_Atatürk
3|Cyndi_Lauper
4|Luís_Figo
4|Tha_Streetz_Iz_a_Mutha
5|The_Bootleg_Series_Vol._7:_No_Direction_Home:_The_Soundtrack
6|No_Jacket_Required
4|D._W._Griffith
7|Stephen_Fry
7|Meat_Loaf
5|Alexander_the_Great
4|Black_Hole_Sun
4|Jean-Baptiste_Lamarck
6|Venus_Williams
7|J._K._Rowling
7|Charlie_Chaplin
7|Aphex_Twin
3|Day-In_Day-Out
4|Welcome_to_the_Jungle
4|Arnold_Schwarzenegger
4|Robert_A._Heinlein
5|Fevers_and_Mirrors
7|Le_Corbusier
7|Horace
3|Personal_Jesus
6|Katy_Perry
7|Carlos_Santana
5|Albert_Einstein
6|Johnny_Mercer
4|William_Henry_Harrison
6|Bob_Hope
4|Do_You_Want_the_Truth_or_Something_Beautiful?
4|Ne-Yo
4|Tom_Hanks
7|Alien_Lanes
5|Dr._Dre
7|Joe_Lieberman
5|Gloria_Macapagal-Arroyo
6|She_Bop
7|Andy_Roddick
3|I_Write_the_Songs
7|Hosni_Mubarak
3|Hans_Werner_Henze
4|Jennifer_Lopez
7|Frank_Lloyd_Wright
7|Augusto_Pinochet
7|Michael_Caine
5|Hang_On_Sloopy
4|John_Mayer
5|Love_Today
4|Karl_Marx
6|Éamon_de_Valera
6|Kurt_Cobain
7|This_Is_My_Truth_Tell_Me_Yours
7|George_Frideric_Handel
6|Ludacris
4|Stephen_I_of_Hungary
7|Virginie_Razzano
6|William_III_of_England
6|Lata_Mangeshkar
4|Shah_Jahan
6|Pablo_Neruda
4|Long_Tall_Sally
5|Count_Basie
3|Jack_Kerouac
3|Mahinda_Rajapaksa
3|Anton_Chekhov
7|Argentina
3|James_Brown
5|Mustafa_Kemal_Atatürk
6|André_Breton
3|Sujatha_Mohan
3|Desiderius_Erasmus
7|The_Best_of_Andrea_Bocelli:_Vivere
6|Still_Loving_You
5|Alberto_Fujimori
6|Isabella_I_of_Castile
4|Charles_VI,_Holy_Roman_Emperor
5|Diocletian
7|Justinian_I
3|Doris_Lessing
7|Quentin_Tarantino
6|Dr._Dre
3|She_Bop
5|Sheryl_Crow
4|Alfred_Hitchcock
3|Jules_Verne
6|Marvin_Gaye
6|Jorge_Luis_Borges
7|Billy_Joel
4|Canada
4|J._R._R._Tolkien
7|2010_Winter_Olympics_closing_ceremony
3|Pope_Leo_XIII
