4|Akihito
3|José_Manuel_Barroso
5|Liza_Minnelli
6|Immanuel_Kant
3|Saint_Peter
7|Morgan_Freeman
5|Vladimir_Putin
6|I_Walk_the_Line
3|Help_Me,_Rhonda
4|The_Dark_Side_of_the_Moon
4|Teach_Your_Children
5|Jean_de_La_Fontaine
6|Virginia_Woolf
4|Ayman_al-Zawahiri
7|Tha_Streetz_Iz_a_Mutha
7|Boris_Karloff
5|Hu_Jintao
4|Daniela_Hantuchová
4|Jean-Baptiste_Lamarck
6|New_Adventures_in_Hi-Fi
7|Caroline_Wozniacki
7|Judy_Garland
7|Aphex_Twin
3|George_W._Bush
4|George_Gershwin
4|Juanes
4|Robert_A._Heinlein
5|Ferdinand_Marcos
7|Le_Corbusier
7|I_Only_Have_Eyes_for_You
3|Glen_Campbell
6|Charlie_Chaplin
7|Room_for_Squares
5|Albert_Einstein
6|Oscar_Wilde
4|Sylvester_Stallone
6|Maladroit
4|Let_It_Be
4|Rwanda
4|Piece_of_Me
7|Richard_Rodgers
5|A._C._Bhaktivedanta_Swami_Prabhupada
7|Michael_Brecker
5|Pope_Pius_IX
6|William_McKinley
7|Andy_Roddick
3|Islands_in_the_Stream
7|Hosni_Mubarak
3|Hans_Werner_Henze
4|John_Mayer
7|Andre_Agassi
7|We_Are_the_Champions
7|Michael_Caine
5|Louis_XVIII_of_France
4|James_Cook
5|Thelonious_Monk
4|Babe_Ruth
6|Dolly_Parton
6|Samuel_L._Jackson
7|Missy_Elliott
7|William_Henry_Harrison
6|The_Don_Killuminati:_The_7_Day_Theory
4|Fidel_V._Ramos
7|Galileo_Galilei
6|Benito_Mussolini
6|Mario_Ančić
4|Mahmoud_Ahmadinejad
6|Franz_Joseph_I_of_Austria
4|Anthony_Hopkins
5|San_Marino
3|John_Williams
3|Mariah_Carey
3|Sergei_Rachmaninoff
7|Kin_Endate
3|Dean_Martin
5|I_Walk_the_Line
6|Darkness_on_the_Edge_of_Town
3|Sujatha_Mohan
3|Edgar_Allan_Poe
7|Herbert_Hoover
6|Eminem
5|Frank_Sinatra
6|Gabriel_Batistuta
4|Robert_E._Howard
5|Liu_Bei
7|Michael_Jordan
3|Arnaud_Clément
7|Magnus_Norman
6|A._C._Bhaktivedanta_Swami_Prabhupada
3|William_McKinley
5|Constantin_Stanislavski
4|Prince_Philip,_Duke_of_Edinburgh
3|Rajesh_Khanna
6|Raise_Your_Glass
6|Robert_John_\"Mutt\"_Lange
7|Billy_Joel
4|Jacques_Chirac
4|Charles_VI,_Holy_Roman_Emperor
7|Marlon_Brando
3|C._Rajagopalachari
