4|6|Taiwan
7|4|Monterrey
6|2|Cameroon
5|6|Dongguan
5|3|Jiquilpan
6|2|Canberra
4|4|Taichung
7|4|Utrecht
6|5|Lanzhou
6|6|Kabul
7|2|Toliara
3|3|Colombo
4|3|Nanjing
6|6|Cartagena
7|3|Mzumbe_morogoro
7|2|Swaziland
4|3|Hisar
3|3|Colima
5|4|Dengta
7|6|Vladivostok
3|4|Lille
4|6|Fujisawa
5|3|Hadhramaut
4|3|San_Miguel
6|4|Hamburg
7|3|Legazpi
4|3|Thika
7|4|Dashiqiao
7|4|Guilin
4|5|Corrientes
7|4|Cambodia
7|6|Fulda
3|3|Hanoi
5|6|Cebu_City
7|3|West_Java
4|4|Zagreb
4|4|Pohang
5|3|Norway
6|4|Mannheim
3|6|Buea
7|3|Namakkal
6|3|Luhansk
7|5|Suwon
5|5|Anantapur_district
4|4|Yaoundé
5|3|Moscow
5|3|Zambia
6|2|Jiaganj_Azimganj
3|4|Gaziantep
4|2|Dongyang
5|5|Kolkata
5|2|Moldova
3|2|Ma_Liu_Shui
6|5|Yokosuka
5|3|Benxi
4|3|Babol
5|3|Copenhagen
7|2|Laos
7|4|Ungheni
5|2|Peshawar
5|6|Aix-en-Provence
3|2|Manaus
6|5|Isfahan
3|6|Brazil
4|3|Changji
4|6|Huancayo
3|5|Fuling_District
6|2|Kwaluseni
7|2|Riga
5|3|Novo_Hamburgo
4|2|Howrah
3|5|Luanshya
6|5|Davangere
7|2|Lucknow
5|5|Krasnodar
6|4|Tagbilaran
3|6|Mzumbe_morogoro
7|3|Ahmedabad
4|6|United_Kingdom
5|4|Córdoba
5|6|Nara
7|6|Tangier-Tetouan
3|2|Maracaibo
3|5|Dire_Dawa
3|3|Surat
6|5|Canberra
6|2|Chile
6|4|Aral
4|2|Vilnius
5|6|Russia
6|3|Speyer
6|3|Anantapur_district
3|5|Baiyin
6|5|New_Delhi
7|5|Baoji
6|2|Budapest
4|3|Anning
7|5|Karnataka
3|4|Goiânia
4|4|Santa_Clara
