757|383|0
121|41|3
486|91|2
734|455|1
21|437|1
602|687|2
883|545|0
526|136|3
478|371|2
539|665|2
982|206|3
96|505|-1
632|379|0
969|480|2
257|798|3
235|667|3
899|651|0
66|626|-1
588|215|1
740|8|3
526|925|-1
100|684|0
131|971|1
480|191|0
809|417|2
948|195|3
716|722|0
252|97|3
339|67|3
54|741|0
761|150|3
338|753|3
901|882|-1
397|811|1
446|969|3
103|750|0
80|606|0
560|405|1
206|432|2
558|562|-1
841|181|3
785|546|2
379|286|3
107|636|1
737|705|0
843|539|1
658|109|1
224|27|2
62|930|-1
118|840|0
905|342|1
150|473|1
795|567|-1
127|895|2
646|26|1
888|269|0
778|93|1
536|548|3
879|779|3
795|846|1
684|921|1
992|118|-1
946|138|2
582|536|-1
319|168|0
328|276|0
162|844|-1
863|653|2
105|810|3
446|469|1
278|957|0
577|295|-1
120|647|2
940|749|3
871|817|1
949|162|2
813|798|-1
986|448|3
401|958|0
296|632|1
