4|Hope_Is_Important
3|Johnny_and_Mary
5|The_Gold_Experience
6|Rob_Lowe
3|Stranger_in_Moscow
7|Mark_Millar
5|Stupid_Dream
6|Skull_Ring
3|Find_a_Way
4|Terry_Labonte
4|The_Denial_Twist
5|David_Brin
6|Joe_Montana
4|Ukrainian_Soviet_Socialist_Republic
7|Into_the_Great_Wide_Open
7|Steve_Allen
5|Claudette_Colbert
4|Planet_Pit
4|Are_You_Sure_Hank_Done_It_This_Way
6|The_New_Workout_Plan
7|Girls_Just_Want_to_Have_Fun
7|Pope_Paul_IV
7|Elect_the_Dead
3|Robin_Williams
4|Fighting_Temptation
4|Guillermo_Vilas
4|Rock_a_Little
5|Dino_De_Laurentiis
7|United_States_Virgin_Islands
7|Houses_of_the_Molé
3|Crazy_Rhythms
6|Maria_Elena_Camerin
7|6_Feet_Deep
5|Appetite_for_Destruction
6|Peasants,_Pigs_&_Astronauts
4|Thank_U
6|Sub_Pop_200
4|Chris_Sabin
4|Kid_Cudi
4|Montserrat
7|Room_for_Abuse
5|Feast_on_Scraps
7|Wavering_Radiant
5|Luís_Figo
6|Moody_Blue
7|Son_of_a_Preacher_Man
3|Pope_Adrian_IV
7|Stranger_in_This_Town
3|Distant_Relatives
4|Davey_Boy_Smith
7|Flavia_Pennetta
7|Songs_in_the_Key_of_Life
7|Maybellene
5|Estonian_Soviet_Socialist_Republic
4|I_Die:_You_Die
5|Unleashed_in_the_East
4|Love_Can_Move_Mountains
6|GHV2
6|Roger_Federer
7|Thomas_Pelham-Holles,_1st_Duke_of_Newcastle
7|Set_Adrift_on_Memory_Bliss
6|Standing_Outside_a_Broken_Phone_Booth_with_Money_in_My_Hand
4|Spain_under_the_Restoration
7|Sure_Shot
6|Jan_Lammers
6|Sly_Stone
4|Viceroyalty_of_New_Granada
6|21_at_33
4|Tom_Brokaw
5|Ilie_Năstase
3|Joe_Walsh
3|A_Love_Song
3|You_Make_My_Dreams
7|Chris_Benoit
3|You_Beat_Me_to_the_Punch
5|History_for_Sale
6|Please_Read_the_Letter
3|Saving_All_My_Love_for_You
3|3_Feet_High_and_Rising
7|I_Got_a_Crush..._on_Obama
