63223|63946|0
90466|99708|3
9752|239|2
22963|33145|1
22318|30081|1
84649|60927|2
83645|18924|0
8929|4542|3
18042|14725|2
41614|66468|2
7256|76852|3
4977|31158|-1
26292|21273|0
68067|35938|2
60570|53807|3
8718|99319|3
89198|46382|0
77261|74763|-1
45710|98948|1
68383|78262|3
19320|41161|-1
63271|79829|0
25309|24904|1
36453|94226|0
46953|57543|2
58419|84277|3
4777|34183|0
64384|87376|3
12573|64447|3
66854|12940|0
16725|58508|3
47199|70472|3
96525|62476|-1
88210|31007|1
67091|14168|3
92236|55514|0
81012|66617|0
76485|56723|1
42333|89146|2
19580|39896|-1
73254|40264|3
41710|84397|2
33298|6809|3
58327|12841|1
16281|73516|0
23474|99397|1
48669|10324|1
75479|30442|2
9123|95072|-1
48491|13621|0
48048|22067|1
25181|71538|1
75791|81950|-1
46759|19568|2
91827|91438|1
90094|16678|0
30178|54543|1
35918|58384|3
56473|22583|3
39315|74827|1
96898|12543|1
27483|48327|-1
57442|4061|2
65905|3891|-1
24644|64139|0
63328|36517|0
61689|75151|-1
32586|91468|2
6996|74042|3
40540|65356|1
61582|43501|0
38478|26437|-1
49477|77305|2
53250|73166|3
8375|76662|1
70342|2079|2
14993|41663|-1
97545|34543|3
59757|91919|0
93291|14128|1
17605|48368|1
62537|30211|3
70014|73528|-1
77566|57723|-1
79870|60268|-1
80089|18374|2
71441|45777|2
24381|57171|2
44936|19860|0
28529|2795|1
24801|30126|2
54292|42553|2
96368|21091|-1
40588|97841|2
14545|65960|3
7040|44528|2
4497|73858|0
47789|60317|3
52480|61391|-1
56674|34366|0
